floor_number,no_of_flats,flat_area_sft,no_of_rooms,sand_tons,cement_tons,no_of_bricks,labour_count,labour_hours
4,2,1882,3,46.64,34.92,10982,18,108
0,4,1473,4,31.04,29.43,7699,14,168
6,3,865,6,16.99,13.02,5571,8,48
1,3,442,3,12.56,7.4,2859,4,48
5,1,1203,4,35.29,21.78,8073,12,144
6,1,1628,2,33.95,27.42,11052,16,176
8,4,1075,4,21.4,21.46,7286,10,60
1,4,792,2,16.47,17.45,4211,7,49
7,4,735,1,20.96,9.4,4599,7,49
10,1,1681,4,45.36,32.27,10445,16,160
0,2,809,6,21.53,11.12,4204,8,64
9,3,1393,4,29.34,30.84,7181,13,156
7,1,959,5,26.36,14.19,6572,9,81
1,3,1156,1,22.37,23.18,6583,11,99
2,3,907,1,24.7,18.29,5919,9,90
7,2,322,2,8.95,4.19,1650,3,36
1,4,1853,5,35.22,29.72,12494,18,216
9,1,319,4,9.26,7.58,1762,3,36
2,4,723,1,15.47,11.13,4913,7,49
10,2,827,6,17.63,11.94,5673,8,48
5,2,1418,3,27.15,31.39,7590,14,84
9,4,941,2,28.14,16.12,6002,9,81
5,3,1812,2,35.3,24.09,11377,18,216
0,4,789,4,18.74,10.11,4997,7,84
1,3,653,2,15.73,8.95,3313,6,72
3,2,1749,1,44.85,29.81,9352,17,102
5,1,851,4,20.86,20.65,5087,8,64
5,4,1739,2,46.61,27.27,11031,17,119
6,4,1818,6,47.37,36.45,11098,18,126
5,1,1573,5,30.67,27.92,8641,15,180
6,4,328,4,6.56,6.48,2152,3,27
2,3,952,4,26.45,14.7,4983,9,108
5,2,1557,4,45.1,36.96,9425,15,135
0,3,1345,5,33.5,16.23,6930,13,104
1,3,1897,5,43.84,36.24,10223,18,162
8,3,948,4,18.05,18.84,6592,9,54
3,3,1568,6,31.94,20.7,9038,15,135
5,3,1728,1,44.4,40.78,10916,17,102
0,2,1384,5,33.45,27.73,7967,13,117
9,4,766,6,20.7,16.71,4573,7,70
10,1,497,5,14.53,11.85,2656,4,24
4,2,510,1,15.27,11.7,2731,5,40
3,3,321,3,9.18,4.98,1793,3,36
7,2,1851,1,52.09,42.67,11976,18,126
5,4,1903,4,55.25,42.65,12789,19,228
5,4,500,1,10.27,7.24,2851,5,30
1,2,1912,4,55.45,28.33,11775,19,190
7,3,1275,4,30.66,27.73,8367,12,108
6,1,644,4,18.02,14.26,3684,6,72
4,2,937,6,26.0,22.52,4698,9,108
9,4,1537,1,28.03,23.88,9258,15,90
10,2,1145,4,32.57,14.26,6608,11,99
1,1,646,1,12.25,13.64,3582,6,36
10,2,840,4,19.74,10.85,4377,8,88
0,4,404,1,8.39,8.78,2449,4,40
7,2,1288,1,29.2,18.4,7157,12,96
5,1,1486,3,43.04,22.12,9766,14,154
2,2,1622,2,37.4,40.32,9190,16,160
8,1,548,4,14.04,11.7,2798,5,55
5,4,1465,6,31.56,31.38,7433,14,112
7,3,1307,1,27.58,19.25,6726,13,78
0,3,1761,3,46.73,23.97,10596,17,187
8,3,753,4,16.54,18.5,4855,7,77
8,4,1568,4,43.67,24.05,10272,15,90
2,4,1349,5,39.66,17.56,8703,13,104
5,4,521,6,12.62,6.68,2628,5,40
0,3,1340,2,36.6,22.18,8638,13,117
8,2,1003,3,18.87,22.11,6867,10,110
2,1,881,6,20.38,21.41,5242,8,96
1,3,716,5,18.82,14.32,4107,7,77
7,3,1205,4,34.23,14.5,6742,12,108
7,3,1940,3,50.1,28.67,10654,19,228
8,4,1282,5,25.02,22.5,8774,12,108
10,3,1789,2,45.8,40.57,11313,17,102
5,1,1272,6,38.04,28.27,7281,12,132
3,2,599,5,12.17,8.04,3618,5,40
2,1,1690,1,33.08,30.89,11665,16,176
4,1,714,4,14.39,14.39,4126,7,70
5,2,562,6,15.75,8.89,3481,5,35
6,4,828,6,18.19,11.58,5280,8,80
2,4,1687,1,40.17,33.27,11274,16,160
1,4,1856,6,38.26,40.77,10902,18,108
2,3,1778,1,48.23,31.2,9588,17,102
8,2,1263,5,24.42,28.21,7436,12,96
8,3,1495,5,35.44,31.89,9837,14,168
10,2,1369,1,37.79,28.13,8791,13,91
1,2,1349,5,30.79,22.56,7247,13,78
3,2,979,5,26.09,13.99,5887,9,72
0,2,1401,3,35.83,16.97,7792,14,112
8,4,1637,1,31.55,21.31,10351,16,112
9,1,302,1,6.56,6.63,1572,3,30
10,2,1516,4,39.93,18.97,8167,15,90
2,3,1158,6,31.07,14.98,6402,11,77
0,4,559,1,11.83,6.97,3095,5,50
10,2,1634,3,42.89,21.85,9788,16,192
1,1,956,2,18.94,13.0,5808,9,108
4,1,1937,3,49.6,43.81,10395,19,171
6,3,1782,6,39.76,34.59,9556,17,136
3,2,1979,3,39.52,45.91,10953,19,228
7,3,1469,3,34.76,20.93,9762,14,98
9,4,1648,1,39.98,29.57,8789,16,160
10,2,1358,1,31.7,19.17,7949,13,104
5,3,562,2,16.77,12.76,3064,5,45
7,2,406,5,8.43,7.8,2760,4,32
10,4,480,6,8.76,8.31,3246,4,36
10,3,1547,1,38.97,18.82,10041,15,135
9,3,578,3,16.59,13.32,3276,5,55
2,4,990,3,24.81,24.29,6048,9,54
9,4,639,1,18.54,11.91,4136,6,66
10,1,995,3,25.43,21.4,6880,9,90
8,3,1865,4,46.39,33.32,12409,18,126
8,3,1250,2,28.28,20.54,8293,12,108
6,4,430,1,12.47,6.29,2768,4,36
1,3,1819,6,47.88,39.55,10426,18,198
0,3,1749,5,50.79,22.29,11868,17,170
7,2,1371,6,29.37,34.09,6887,13,117
7,4,860,6,22.37,17.69,4357,8,72
0,2,419,6,10.9,5.37,2465,4,28
8,3,1827,4,40.05,35.16,9362,18,216
9,1,1017,6,21.2,12.4,6452,10,80
6,3,358,2,7.1,7.6,2400,3,21
0,4,320,6,6.63,6.14,2113,3,24
10,3,1828,6,36.97,44.64,12509,18,144
8,2,1854,4,54.21,40.9,12088,18,126
8,3,1595,4,29.67,31.82,10756,15,135
10,2,1763,6,47.92,28.96,12105,17,153
4,4,1829,1,34.72,23.95,9265,18,144
3,1,473,4,12.86,9.53,2599,4,40
7,3,513,3,11.66,12.49,3590,5,40
3,1,325,5,8.8,5.43,2084,3,30
10,3,381,2,9.82,5.9,2652,3,30
1,3,1791,6,51.13,21.57,12215,17,153
4,3,340,2,9.99,5.29,2115,3,33
2,3,757,6,14.11,16.82,4899,7,84
1,2,965,3,18.65,13.84,6093,9,108
10,3,314,1,7.76,6.71,1919,3,27
5,3,1576,5,40.25,27.07,9589,15,90
6,4,1169,3,23.8,20.46,6298,11,99
5,1,604,4,16.98,11.54,3794,6,42
6,2,1862,1,45.8,34.69,10980,18,216
4,3,950,5,20.42,18.31,6414,9,90
1,1,1158,4,22.3,17.52,6427,11,132
7,3,664,2,18.37,12.97,3413,6,42
1,3,302,6,7.5,3.8,2090,3,18
10,1,614,6,11.34,8.61,4027,6,48
9,2,1045,1,26.48,21.96,5397,10,70
0,2,1344,4,26.99,26.29,7039,13,156
8,2,626,5,18.14,14.46,4157,6,72
7,2,1148,6,29.45,16.88,5911,11,77
2,3,1906,1,55.07,42.54,9756,19,114
10,2,562,3,14.08,7.45,3062,5,60
4,3,732,6,21.55,10.53,3821,7,56
5,1,445,5,10.85,6.05,3026,4,28
0,3,605,4,11.04,9.25,3908,6,60
10,3,927,1,24.56,13.66,5939,9,81
5,3,859,6,23.48,14.02,5377,8,96
10,3,1669,6,36.42,28.17,9361,16,128
2,4,884,4,19.79,16.07,5759,8,56
1,2,858,1,21.75,17.61,4551,8,80
8,3,861,5,17.77,19.96,5146,8,64
3,1,912,5,24.82,22.78,4568,9,54
0,2,1916,4,37.47,46.37,10462,19,133
9,4,469,5,12.61,11.2,2353,4,24
7,1,1094,3,25.54,25.21,7076,10,110
8,1,347,6,8.51,8.14,1803,3,27
4,3,444,6,8.47,5.57,2634,4,44
3,1,1769,5,49.01,34.94,10270,17,153
2,1,1502,5,35.35,28.16,8548,15,165
4,2,864,6,16.52,15.64,5635,8,48
3,4,332,2,8.37,6.59,1674,3,33
1,2,1253,1,31.6,16.3,8595,12,144
8,3,1908,3,52.6,33.0,12579,19,152
10,2,1173,3,23.01,18.35,6001,11,66
6,2,560,3,15.01,7.77,3215,5,50
1,1,701,3,13.96,15.0,4439,7,42
5,3,902,4,22.96,19.09,5112,9,90
1,3,1723,1,33.39,42.95,10423,17,170
9,2,500,1,11.46,7.27,2994,5,30
6,3,814,1,19.77,16.88,5173,8,64
2,2,1584,4,43.85,39.4,9422,15,135
10,1,1463,4,30.15,19.68,9190,14,84
1,1,1970,5,58.18,40.85,12193,19,190
9,1,1665,3,38.2,33.03,10806,16,160
5,4,831,6,21.0,15.35,4803,8,80
4,1,854,2,22.0,19.3,4983,8,56
3,3,1655,1,32.22,28.44,8990,16,96
3,2,751,4,15.27,9.75,5214,7,70
4,3,1610,5,40.21,38.76,10663,16,128
8,4,931,6,19.76,15.29,4879,9,63
4,1,1318,6,29.64,28.72,6872,13,143
6,3,1859,5,52.58,37.78,11562,18,216
7,1,880,4,23.22,14.04,4432,8,96
0,1,1873,6,39.91,46.01,9659,18,126
7,1,1463,6,31.04,35.16,9796,14,126
2,1,1093,2,20.56,19.77,7163,10,60
5,4,890,2,19.76,18.11,6171,8,72
4,2,1585,1,46.6,38.98,9142,15,150
10,3,1835,3,52.52,35.53,12308,18,162
7,2,932,6,19.43,19.13,6276,9,54
1,3,1553,2,36.34,20.64,7921,15,105
6,4,1927,3,55.04,44.39,11589,19,228
0,4,1113,5,20.47,19.31,7417,11,99
4,2,425,3,9.04,8.5,2522,4,48
9,4,1635,5,39.2,38.86,10287,16,96
5,4,1090,1,24.95,24.28,5463,10,120
1,2,1687,5,30.79,23.39,9096,16,192
8,1,374,1,9.48,9.2,2414,3,24
3,2,939,2,21.41,22.44,6318,9,99
4,4,325,2,8.04,6.62,1744,3,21
6,3,1463,6,32.19,26.35,9141,14,168
7,1,870,6,22.66,21.6,5542,8,72
8,3,1220,3,33.58,30.06,6922,12,120
8,2,954,1,27.37,21.12,6552,9,108
3,4,1253,5,23.18,24.27,6653,12,144
7,2,1043,3,25.52,20.41,6147,10,100
8,4,608,3,13.95,14.06,4098,6,72
10,4,920,4,22.52,15.56,5666,9,108
8,3,1596,1,35.68,23.51,8556,15,120
8,2,1463,2,38.04,34.93,8207,14,84
3,4,392,4,10.19,7.98,2321,3,24
0,4,450,2,11.6,5.69,2594,4,32
9,1,404,2,11.88,7.6,2020,4,28
3,2,1750,1,37.41,27.62,10874,17,187
1,4,527,2,10.92,8.87,3203,5,35
9,2,766,6,16.78,12.37,4516,7,56
4,3,1404,2,31.21,28.63,9502,14,98
3,4,1920,4,38.76,29.54,10500,19,133
4,3,727,1,15.05,14.71,3782,7,56
6,4,1372,4,36.03,34.13,8551,13,78
3,3,848,2,17.26,14.51,5804,8,80
10,1,1549,6,32.46,33.56,7748,15,135
6,4,1625,2,47.7,28.48,9140,16,144
8,3,1215,5,29.67,17.91,7186,12,120
5,1,1422,1,34.28,24.99,7219,14,154
7,2,1150,6,30.31,26.1,7819,11,110
10,3,1109,6,21.02,21.71,6256,11,77
9,1,1814,1,40.34,21.83,10395,18,216
10,4,1589,4,33.28,37.16,10411,15,165
2,2,1091,3,24.3,22.59,7550,10,100
9,2,730,1,20.49,14.57,4559,7,49
1,3,665,2,19.35,15.5,4201,6,48
1,4,1916,4,49.05,26.58,10379,19,152
3,1,1467,3,33.04,31.77,8670,14,140
9,1,1159,3,30.39,18.49,7722,11,99
2,3,1825,2,48.23,24.71,12338,18,144
6,1,791,3,14.95,18.76,4634,7,56
9,3,1839,3,35.35,40.9,9293,18,180
4,2,316,3,8.25,5.1,1754,3,18
10,1,1514,3,34.74,23.79,7617,15,120
1,1,920,3,21.6,15.44,4991,9,90
5,1,1031,6,24.19,22.74,5189,10,120
7,1,1409,2,26.94,21.61,9660,14,154
5,2,1813,1,43.22,40.35,11751,18,126
9,3,987,2,18.58,17.57,5273,9,99
3,1,829,5,20.4,20.38,5189,8,64
5,4,1336,3,39.58,19.31,8197,13,91
8,4,987,4,28.44,20.9,6139,9,90
5,4,1533,2,28.53,21.46,10574,15,180
3,3,573,5,13.41,12.95,3415,5,40
6,4,1266,2,32.63,21.28,8371,12,132
4,1,1254,1,35.29,28.05,7810,12,108
8,3,465,5,13.31,9.88,2332,4,36
5,1,1066,2,19.52,23.56,6030,10,100
3,4,1377,4,25.26,24.99,9300,13,104
4,4,835,1,16.26,12.6,5276,8,96
8,2,1644,4,43.14,20.19,9469,16,160
2,1,1528,2,38.64,21.36,10617,15,120
0,4,1081,2,23.24,18.65,5973,10,120
10,1,1010,5,26.42,16.6,6336,10,90
7,3,803,3,14.95,10.46,4805,8,48
2,1,1149,2,33.02,21.51,6212,11,77
4,4,699,3,20.44,11.71,4790,6,42
1,2,1442,6,33.24,29.25,7483,14,126
1,3,921,5,20.47,18.45,6053,9,54
3,3,982,4,23.82,16.39,5653,9,81
2,3,1330,3,36.36,19.75,8721,13,130
8,2,1791,2,47.15,36.66,12009,17,136
4,1,1983,6,48.12,39.58,11178,19,190
1,2,737,6,18.9,15.35,4888,7,63
7,2,1515,4,38.17,18.71,9170,15,165
0,4,1373,1,29.5,26.86,6963,13,91
2,4,701,1,14.12,16.52,4571,7,77
1,4,1196,4,30.1,17.57,6952,11,99
10,1,790,5,14.4,15.16,4519,7,77
0,3,827,2,17.63,11.21,4379,8,80
2,4,693,1,15.53,9.66,4634,6,48
8,4,404,4,8.84,7.28,2062,4,44
4,3,1781,3,35.26,43.73,10784,17,136
8,1,1431,3,30.84,18.09,8201,14,84
0,3,489,4,11.75,5.97,2580,4,48
9,2,980,3,19.11,17.53,6588,9,81
2,1,1382,5,26.99,22.98,7643,13,104
10,3,1608,3,39.07,28.3,10834,16,192
4,3,1821,4,43.98,25.71,10164,18,162
0,2,1141,6,26.54,24.39,6012,11,121
6,1,521,5,14.77,9.87,2614,5,35
8,1,895,3,22.76,20.89,6099,8,48
7,2,898,6,25.1,18.85,5021,8,64
4,1,449,1,10.22,9.51,2752,4,36
4,3,1638,5,40.86,37.86,11302,16,96
9,4,1771,3,44.12,28.67,10177,17,102
0,1,1632,6,46.4,20.08,8950,16,96
1,3,1641,2,34.99,25.75,10117,16,176
10,1,925,5,23.11,17.42,6151,9,54
9,1,1491,1,35.12,26.63,7831,14,84
2,1,1986,6,38.48,44.92,13285,19,171
8,1,1546,1,29.45,29.96,8067,15,120
8,2,1248,4,34.96,18.29,8425,12,144
6,4,444,5,12.68,8.82,2797,4,32
6,2,463,6,12.48,8.04,2363,4,40
4,1,706,5,16.9,11.4,4486,7,84
9,4,1072,2,21.81,17.26,6014,10,90
9,3,1942,2,52.91,28.45,11644,19,133
9,3,1269,3,23.4,20.63,7823,12,108
6,1,1935,2,47.82,32.62,12371,19,190
8,1,382,2,10.95,8.63,2526,3,18
4,1,599,2,16.73,14.59,3004,5,60
10,3,1460,3,39.22,19.69,8356,14,140
6,4,1825,2,48.2,33.24,10068,18,216
8,3,1096,4,30.03,24.13,6607,10,110
3,2,1780,1,40.31,26.29,9385,17,136
10,4,1894,2,51.4,44.52,13105,18,144
4,2,1341,1,31.25,30.49,7404,13,78
4,3,1970,1,58.59,40.87,12232,19,228
7,4,876,3,22.6,14.45,4474,8,96
7,3,1365,3,27.78,24.12,9219,13,91
5,2,1926,5,45.54,25.43,11952,19,152
4,3,639,6,16.36,12.64,3812,6,54
3,3,1292,5,27.69,16.58,8417,12,84
8,3,940,1,24.93,13.59,6218,9,108
0,2,1536,6,39.02,29.93,8401,15,105
10,4,574,1,16.88,9.61,3872,5,40
0,3,1319,3,33.79,17.8,8094,13,104
2,1,396,4,10.28,6.94,2289,3,27
3,4,1110,1,32.21,20.08,7259,11,66
6,3,573,1,15.07,8.01,3867,5,35
10,3,1908,5,46.38,46.81,11926,19,190
4,1,1070,6,22.94,25.18,6581,10,110
4,4,1599,3,29.33,30.79,9541,15,150
1,2,339,6,9.15,8.3,2303,3,18
3,3,1096,6,20.85,21.69,7098,10,110
10,3,1792,5,35.85,43.23,9381,17,204
10,4,1241,4,34.03,22.12,8215,12,84
1,2,1609,2,34.13,38.51,8377,16,192
0,2,1968,4,38.6,42.09,10822,19,209
5,4,796,2,21.75,14.79,4612,7,84
7,1,1267,6,30.39,27.75,6801,12,96
8,2,1528,5,29.62,19.08,8861,15,90
10,3,995,5,24.08,21.57,6834,9,90
3,4,1801,4,51.02,44.73,12447,18,126
3,3,1073,3,30.95,26.56,5539,10,80
1,2,1314,6,28.85,27.62,6818,13,78
6,4,1029,5,22.9,24.95,6237,10,70
4,4,603,3,15.87,7.64,3151,6,72
1,1,529,4,12.72,10.19,2837,5,50
1,2,972,5,21.62,13.82,4956,9,99
3,3,903,2,20.85,12.3,5007,9,54
4,1,1340,1,28.24,26.24,8697,13,130
5,2,908,2,25.55,11.53,5254,9,81
0,3,994,2,26.87,14.91,6399,9,99
9,2,747,5,14.89,10.56,5018,7,56
0,2,1022,5,19.15,25.33,6684,10,80
6,2,363,3,7.54,8.25,2202,3,24
0,4,1164,5,22.59,22.06,6723,11,121
8,4,1900,3,49.33,33.52,11660,19,133
5,2,808,5,18.08,17.2,5453,8,48
10,2,628,6,14.96,7.58,4338,6,60
2,2,1841,3,42.97,33.71,11838,18,216
3,2,682,3,18.52,8.53,4543,6,60
2,2,1273,6,37.42,30.58,7456,12,132
7,1,760,1,13.79,16.9,4896,7,42
8,1,1512,5,29.89,35.33,10419,15,105
10,2,1236,6,35.43,20.23,6369,12,120
4,4,1806,5,37.99,26.86,10348,18,198
2,1,1128,4,23.79,17.26,6284,11,88
0,4,1679,3,33.99,21.79,10130,16,160
3,1,401,3,11.59,6.67,2650,4,36
5,2,1078,3,27.23,24.11,6587,10,100
6,4,1838,5,34.8,42.42,11595,18,108
0,4,1947,6,57.59,25.81,13056,19,228
6,3,805,6,22.49,18.59,4391,8,56
1,1,357,5,10.48,6.89,2326,3,24
2,3,1664,2,33.43,37.8,9867,16,160
3,3,820,5,17.77,9.89,4912,8,64
8,4,1793,4,46.59,40.34,11441,17,187
9,4,1474,4,40.84,28.42,10004,14,140
9,2,1051,3,27.75,18.79,6146,10,70
9,2,470,4,13.66,9.51,2383,4,36
2,2,1652,1,42.99,33.17,11077,16,144
6,3,519,4,15.33,6.48,2711,5,60
9,1,974,4,19.82,15.64,6461,9,54
5,4,534,4,9.73,8.93,3055,5,30
3,3,489,5,13.65,7.16,2944,4,36
0,3,1671,1,30.46,22.41,10875,16,112
2,2,1418,2,27.99,33.93,8886,14,154
0,1,1128,3,25.05,17.94,6257,11,132
8,1,1522,4,30.32,22.93,8823,15,180
2,3,641,6,17.52,13.07,3429,6,36
6,4,785,2,17.87,13.61,4501,7,70
9,3,821,3,16.42,20.18,5113,8,48
10,3,898,6,24.51,11.56,4779,8,72
1,3,795,3,23.43,14.34,4514,7,70
4,3,1637,3,41.33,22.33,10231,16,176
5,1,1897,3,56.27,34.4,13252,18,162
5,2,480,5,10.01,8.27,2725,4,44
0,2,952,3,21.77,13.18,4780,9,99
4,2,1478,6,28.39,33.62,9977,14,98
2,3,1586,3,36.61,33.42,10976,15,90
1,1,530,3,13.88,8.47,3241,5,35
6,3,755,4,15.95,16.55,3987,7,63
2,2,599,5,15.51,10.38,3832,5,30
8,1,1333,6,39.16,22.83,7602,13,130
1,2,1952,3,45.41,30.47,10510,19,209
2,3,1949,1,38.13,25.24,9961,19,190
1,3,1927,5,51.0,26.95,10652,19,228
7,1,347,6,6.58,4.58,2405,3,24
4,1,636,2,17.34,14.16,4108,6,54
4,2,322,3,9.1,7.85,1965,3,27
3,2,1667,2,30.41,21.35,8956,16,160
3,4,414,1,9.74,10.15,2538,4,28
8,1,318,1,9.32,7.5,2171,3,18
1,3,381,6,10.72,6.11,2532,3,27
10,4,493,2,12.49,8.58,2543,4,36
6,3,1230,2,26.44,24.81,7206,12,144
10,3,372,4,7.12,8.0,2596,3,33
8,3,856,4,23.31,10.63,4366,8,48
1,3,1121,3,20.27,26.97,7736,11,66
7,4,1831,2,41.88,39.56,10357,18,216
8,3,1556,2,40.68,20.92,8663,15,135
6,3,1859,4,38.52,41.24,11315,18,144
8,4,1642,2,43.04,21.24,11240,16,128
4,3,1713,6,48.95,36.02,9818,17,119
8,3,753,1,14.93,17.36,4324,7,49
1,2,1970,6,36.36,29.78,10555,19,190
4,4,652,6,18.24,12.7,3272,6,72
6,4,678,5,20.15,9.53,3829,6,72
4,3,673,2,14.05,16.63,3487,6,36
3,2,1227,4,25.18,16.95,8468,12,108
9,4,1456,4,27.1,31.84,9952,14,140
9,3,1046,2,29.22,14.45,5916,10,110
7,3,1672,6,47.01,26.86,8901,16,144
3,1,1010,5,19.52,23.84,6504,10,120
0,1,1605,5,44.43,22.97,9705,16,128
9,3,1238,2,28.7,27.74,7838,12,120
7,4,1124,1,24.83,14.82,5923,11,99
9,4,582,5,14.32,8.9,3879,5,45
3,3,1438,6,31.84,31.74,7818,14,84
0,3,1018,4,22.26,18.58,6201,10,60
7,2,1979,5,50.82,28.16,11900,19,190
9,3,468,3,10.37,6.23,2707,4,48
7,1,1138,6,28.81,24.99,7729,11,132
3,1,812,6,14.86,11.04,4460,8,64
8,1,684,4,12.67,12.02,4496,6,72
8,2,415,1,12.35,6.81,2213,4,40
3,3,1222,3,34.89,19.19,6269,12,72
4,4,1512,6,44.74,24.88,9487,15,135
1,3,444,3,12.02,5.64,2856,4,36
5,4,568,1,10.89,10.12,3869,5,50
8,3,719,3,18.31,14.42,4862,7,77
0,2,1067,4,23.62,13.78,7145,10,100
8,4,307,4,8.51,6.26,2040,3,24
0,2,524,6,15.29,6.49,3368,5,55
5,2,665,3,17.56,12.36,3803,6,36
4,2,1073,4,21.13,21.05,6197,10,70
4,3,1959,4,41.59,39.42,11074,19,171
6,2,812,4,20.95,15.33,4505,8,56
5,2,1137,2,21.46,16.17,6341,11,99
8,3,846,2,20.01,10.67,5659,8,48
5,2,1554,1,30.79,35.61,10574,15,90
8,1,1128,2,30.92,19.3,5799,11,110
6,1,926,3,17.58,13.04,5022,9,54
3,4,514,5,13.46,8.07,3248,5,30
8,4,1820,2,43.19,42.63,12700,18,126
6,4,1788,6,42.63,31.7,9898,17,136
2,2,830,5,20.27,10.9,4605,8,72
8,2,1706,6,49.34,42.1,11623,17,136
0,1,1984,5,36.0,36.48,11030,19,190
8,1,1686,1,43.24,27.91,9692,16,128
7,3,1715,4,38.81,27.87,11515,17,170
6,1,496,2,9.49,6.78,2508,4,44
0,2,649,3,15.27,15.24,4143,6,72
2,2,915,4,25.14,13.71,5996,9,108
4,3,474,5,10.2,8.79,3252,4,48
3,3,310,2,7.56,7.59,1777,3,18
4,4,1375,5,32.28,32.01,7841,13,143
6,4,1704,4,39.49,41.53,10568,17,102
7,1,672,4,20.0,12.15,4555,6,66
9,1,478,1,11.19,6.77,3143,4,48
8,2,946,1,25.55,21.92,5516,9,108
0,1,353,2,9.23,6.39,2419,3,24
8,4,1667,5,44.24,32.76,11173,16,128
6,4,1724,2,50.17,39.24,10845,17,187
5,2,1827,2,35.21,32.68,10598,18,144
5,1,1257,1,31.68,31.24,8523,12,144
0,4,873,3,20.56,11.09,5964,8,64
6,2,1494,3,38.78,31.76,8603,14,84
5,1,440,6,10.98,7.89,2479,4,48
9,3,1355,4,37.48,29.02,7097,13,91
6,3,759,1,16.24,16.04,3800,7,77
0,1,669,2,18.5,15.22,3917,6,42
6,1,1054,1,24.59,15.86,6089,10,80
5,2,798,4,16.83,15.45,4768,7,70
8,3,465,2,10.03,5.99,3195,4,44
5,3,1533,3,40.51,38.02,8234,15,180
3,1,1366,2,38.24,32.11,8875,13,156
4,2,1065,4,19.65,17.76,6884,10,70
7,2,797,5,15.34,19.57,5021,7,77
8,4,344,4,6.47,5.6,1731,3,30
5,3,1350,4,29.36,19.86,6856,13,78
2,1,1334,6,33.69,20.5,8627,13,117
4,4,1071,3,21.61,20.69,7488,10,100
2,4,961,3,25.24,14.24,4886,9,81
1,3,1589,1,37.14,29.39,8281,15,120
7,3,1501,5,41.01,35.1,8704,15,120
7,2,745,4,21.66,9.74,3837,7,63
1,3,1311,1,37.72,30.14,8153,13,143
4,1,821,5,24.61,16.94,4742,8,48
1,4,644,3,17.73,13.42,4232,6,66
8,1,823,6,18.94,12.44,4566,8,72
1,2,812,1,23.92,10.71,4286,8,56
9,3,1033,6,22.41,19.45,7230,10,120
7,2,1129,4,33.72,27.13,6157,11,121
2,2,881,1,18.54,12.46,4532,8,64
5,4,1945,1,38.39,33.81,11562,19,114
4,1,1121,2,20.51,25.84,6468,11,77
1,4,1681,5,37.94,32.24,11307,16,96
4,2,1528,4,35.06,36.3,9600,15,90
0,4,1223,5,22.02,14.99,8512,12,144
3,2,380,2,8.16,7.59,2035,3,27
5,1,421,6,10.4,8.99,2597,4,44
3,1,552,6,12.22,12.12,3109,5,60
6,2,1137,5,29.53,22.38,5915,11,99
5,2,1535,5,45.24,25.38,8576,15,135
6,1,1482,3,28.32,27.79,10350,14,84
9,3,1470,1,30.79,27.13,9374,14,84
6,2,1657,2,35.14,36.27,9074,16,160
10,2,1500,6,31.68,21.63,10440,15,150
7,2,1306,4,28.55,32.41,8998,13,143
4,1,629,1,17.35,13.55,3970,6,66
3,1,1592,1,35.97,26.65,9162,15,135
6,4,1176,2,29.27,26.22,6969,11,66
0,3,1689,2,35.53,39.06,8558,16,144
2,4,1727,3,41.42,34.29,9327,17,153
6,1,1824,6,34.99,32.33,12190,18,180
8,2,924,3,22.63,21.13,6096,9,81
4,2,1116,3,31.38,22.34,6532,11,88
5,1,1012,1,26.34,17.15,5555,10,120
4,4,1722,1,49.97,33.46,9759,17,102
4,4,668,2,19.5,14.37,3494,6,66
10,2,1309,1,36.72,30.26,9006,13,156
3,2,1256,4,29.02,29.89,8086,12,120
5,2,328,4,9.81,5.2,2123,3,18
1,3,1753,2,39.99,36.2,11605,17,187
6,1,631,3,16.13,10.86,4341,6,66
4,3,395,2,9.83,7.09,2558,3,30
3,2,555,5,11.72,12.97,3630,5,35
5,2,1794,3,43.59,38.24,10684,17,102
9,4,765,1,16.56,14.83,4635,7,42
6,4,617,1,17.89,14.09,3269,6,42
9,1,1599,5,31.01,31.79,9490,15,105
2,3,1444,6,38.03,29.36,7762,14,84
9,1,957,5,27.17,14.7,5141,9,81
8,3,1031,4,30.19,20.25,6211,10,90
2,4,334,4,6.45,6.15,2169,3,36
9,4,1003,2,27.4,24.16,5145,10,120
3,2,1551,1,38.4,33.06,10153,15,135
1,2,1203,6,30.88,23.07,6688,12,96
8,2,1698,3,35.44,41.56,10387,16,160
7,2,1803,6,52.37,32.55,9344,18,144
5,1,1483,3,41.41,22.53,8561,14,126
7,4,842,3,19.29,19.54,5477,8,80
4,4,1425,3,33.2,25.71,9119,14,154
6,2,844,1,18.76,15.96,5494,8,80
0,4,400,6,11.27,8.12,2636,4,28
2,2,1247,2,32.63,20.8,8110,12,108
1,3,1657,3,44.63,38.75,10393,16,128
10,1,524,1,13.05,10.09,3033,5,45
10,3,1208,5,30.55,25.03,6070,12,144
7,2,1261,1,33.2,22.4,8030,12,144
3,3,1327,4,29.4,31.5,6691,13,91
9,1,1530,4,33.56,25.09,7752,15,105
1,4,1994,5,43.7,46.87,11699,19,152
7,4,618,1,15.0,11.13,3855,6,66
8,2,1138,1,26.39,19.2,6582,11,121
3,2,445,4,8.46,10.66,3048,4,40
9,3,1364,6,33.02,33.46,7260,13,91
10,4,1631,5,43.83,37.49,10590,16,160
3,1,412,1,9.78,6.87,2843,4,36
1,3,642,2,15.19,12.66,3268,6,42
6,2,1100,3,23.42,16.48,7497,11,132
7,3,1031,4,21.72,22.56,5420,10,90
